GPS_XSS_X,GPS_XSS_Y,ndvi,roads,pop,dem,slp,asp,sea,lc,avgt,mdr,maxt,mint,prec,seas,bf,mg,rb,ag,op,ir,of,shorebirds,n,hr_per_house,sampled_per_house,link
522687.6853,767966.0026,0.770792682,1203.12894,0.90674627,10.37069305,3.167012184,182.019081,677.1383256,2.206191647,27.49403063,7.260966854,32.20000076,22.78584085,2436.751238,55.38102551,268.2628447,3.087099592,923.1653272,938.6146342,1253.080328,9189.924646,4036.132592,0,1,0,1,1
527687.6853,732966.0026,0.683794529,148.8599824,0.366311801,23.37046781,5.432993176,159.7647276,3790.184422,8.217319821,27.39512554,7.612442321,32.26817856,22.50655251,2738.137728,52.94951947,734.2402529,557.0619392,380.2029557,125.6943505,203.974325,1898.993073,46.19668869,0,1,0,3,1
480187.6853,703466.0026,0.759317968,5545.1274,0.521471798,431.4727762,11.72676021,177.1191871,21293.19279,7.904701147,25.70987228,8.728145441,31.3388035,20.07347236,2415.766571,33.78987126,858.7334158,6970.61567,5636.995931,14279.92067,159.2215945,5629.771094,34.29792387,0,1,0,3,1
458187.6853,662966.0026,0.606886755,2152.389047,1.711088438,1288.309621,10.00153782,174.5062217,45273.89124,8.377731947,21.251057,10.29191783,27.87597185,14.5441824,2406.889222,22.84421501,531.2385734,52650.8846,9171.232623,57515.89087,4656.924606,7498.386736,45.6993575,0,1,0,3,1
493687.6853,805466.0026,0.415086087,5275.197941,1.093218776,10.53905556,3.327941539,169.1107072,1139.815603,4.545083417,27.54711844,6.865943462,32.08750076,23,2192.8617,55.98914396,108.4120452,44.83929658,1883.996225,8042.525361,17872.07615,19877.69943,470.8103389,0,1,0,1,1
468687.6853,667466.0026,0.713649399,276.4740211,0.954072745,444.0575128,9.592554232,166.9852266,52053.18114,7.068882058,25.53387109,9.958773844,31.64573812,19.38987809,2379.563206,20.14364877,224.2242222,44666.25292,593.4675674,50846.25447,383.3768098,719.2241031,800.7002326,0,1,0,1,1
472687.6853,776966.0026,0.670767304,1577.777292,0.289954393,28.51829942,6.552106873,171.8689497,490.2491909,4.560633033,27.46587942,7.037002669,32.09999847,22.82347785,2178.825631,56.36969485,98.53665938,79.61687519,1305.351938,1365.704535,2040.492638,10261.81558,7755.523263,0,1,0,1,1
512187.6853,716466.0026,0.777773748,865.4642188,0.317548841,286.7023528,17.91373003,169.195146,24958.47222,8.998301857,26.09849949,8.593233158,31.61043721,20.59805908,2639.396056,46.03343517,838.3858203,12469.81128,1830.231864,16206.11378,700.0334248,2043.934941,0.050950438,0,1,0,1,1
461187.6853,661466.0026,0.725586149,1384.04787,0.745200753,961.7614212,14.05808651,190.7490684,48585.5658,8.913163698,23.20123658,10.13445947,29.52505159,16.80463032,2271.558917,18.81575449,2751.089984,52803.55699,6039.630019,58298.33608,2829.262319,4160.446498,4.521362393,0,1,0,1,1
504187.6853,762966.0026,0.57512122,667.5926525,1.928639325,13.45362807,3.984310824,186.5233299,560.2092545,10,27.46147697,7.296764914,32.20000076,22.68937903,2439.442338,59.10968057,2115.223572,1986.205709,3216.202389,2413.313029,5287.927185,9785.556951,6826.747902,0,1,0,4,1
478187.6853,663466.0026,0.820593364,619.0401191,0.745200753,376.2734601,18.91835294,240.5386492,61159.44823,1.722954857,25.87126844,9.897363972,31.96435182,19.73846929,2426.935188,21.25097099,12.2571035,47000.24621,175.0546339,54141.00116,1779.911491,332.1875803,481.9578784,0,1,0,4,1
457687.6853,662966.0026,0.539862553,2385.052553,2.117377706,1314.277697,10.45784056,137.6929676,44870.33623,8.030258906,21.20999627,10.29313337,27.83847273,14.4967132,2410.204572,22.94494235,353.5316267,52870.04089,9541.0923,57604.1651,4821.226243,7933.254213,91.2750066,0,1,0,4,1
473187.6853,757466.0026,0.730681761,451.8234223,1.330148939,28.15427633,8.728987059,181.7119886,3686.005461,5.172285274,27.37731541,7.225679439,31.99982179,22.74938881,2281.071874,55.18106146,87.22123749,157.3497017,458.2832163,200.3333245,218.4693245,2102.875828,11424.31871,0,1,0,4,1
490687.6853,727466.0026,0.801664494,2440.413197,0.521471798,270.0556421,13.16973896,231.6751626,6141.479296,8.925014798,26.20143048,7.704931381,31.24240414,21.19840798,2471.748798,47.10869139,352.4601563,4010.169777,721.0168064,2360.157269,457.0817795,3787.009763,1.222491734,0,1,1,3,1
482687.6853,654466.0026,0.842217079,8871.100192,0.745200753,747.345715,21.3018278,122.3702165,70289.56412,8.85519909,24.25847155,9.896666219,30.48280283,17.98120037,2395.938734,18.01587407,718.678061,55933.5441,7714.684276,63299.71399,419.2289188,8295.445941,1.608014706,0,1,1,3,1
463187.6853,659466.0026,0.685240242,430.2102219,0.745200753,569.5957675,15.43845032,123.8049488,51375.94144,8.970547283,24.90290402,10.13557029,31.08384395,18.65774249,2272.668576,17.5791267,819.3681449,53965.31771,3260.452772,59773.05256,1046.79102,1497.562241,0.441811596,0,1,1,3,1
465687.6853,728966.0026,0.794793754,801.9431312,0.986072367,193.698814,16.41804671,193.9869024,6099.199608,6.401126477,26.69448839,7.610459525,31.55016193,21.82794905,2282.215924,45.21188012,74.26650215,3838.308423,272.2361043,483.6405034,169.1964897,174.2796736,39.44614394,0,1,0,1,1
456187.6853,711466.0026,0.824479047,4660.891936,0.521471798,500.3606507,16.46187043,144.359179,13379.63789,9,25.2051308,8.082990205,30.44995069,19.97967154,2276.569332,28.26853096,5162.373037,12658.44404,6415.547319,13567.50638,4802.728176,6558.65762,0,0,1,0,1,1
507187.6853,720466.0026,0.570293951,1187.577521,0.360822439,205.5682628,18.16435575,229.9449988,21942.06238,8.99820195,26.56822466,8.524803697,32.0265318,21.10517939,2650.831557,50.08763982,546.4210177,6615.609418,1283.420306,9843.716871,316.6805588,1107.982929,0.980049906,0,1,0,1,1
466687.6853,654966.0026,0.755588488,1259.515475,0.745200753,790.7206685,18.91845776,260.0747155,56871.44905,9,24.1524537,10.01317103,30.38690838,17.86059306,2285.739192,17.1764958,1048.405461,57250.65098,1565.653615,63504.73703,1332.664903,1236.677836,0,0,1,0,1,1
455687.6853,710966.0026,0.830479583,5156.991596,0.524955279,527.0010921,19.8580632,181.0452583,13281.80766,9,25.09760078,8.014383111,30.28992658,19.92232917,2273.122077,27.33663552,5834.177043,13356.20355,6574.229538,14273.47505,5491.149606,6685.806211,0,0,1,0,3,1
526687.6853,805966.0026,0.800319554,1020.430056,0.388953745,28.57856507,3.682532403,157.7952638,2860.132203,8.992816687,27.43108322,7.134755502,32.09999847,22.78019743,2245.864466,54.54533594,609.390848,574.7151013,4003.278574,2642.875254,1090.864369,3499.206093,0.029387819,0,1,0,3,1
485687.6853,687966.0026,0.849267244,3772.576478,0.745200753,727.8339585,24.05705249,98.69954214,37494.91273,9,23.90690197,9.265615761,29.94846139,17.86912729,2400.391231,23.9691402,1437.864522,22878.37893,3591.562667,30528.53182,1542.051716,4832.041228,0,0,1,0,3,1
469687.6853,686466.0026,0.81915818,3934.587694,0.745200753,764.6680357,19.06609931,114.7066236,39015.87868,9,24.02274389,9.39154926,30.1345062,17.9112351,2345.272782,21.9587736,2196.409395,26489.49639,3999.959265,32004.75661,4656.745147,6651.434796,0,0,1,0,3,1
463687.6853,681966.0026,0.799990079,10480.79393,0.745200753,1758.521311,25.21994505,209.4012746,39856.37184,1,18.33800538,10.01863581,25.07811973,11.48995773,2443.395554,25.25389064,0,33315.41055,10771.20064,37900.80261,5800.465501,13939.82168,967.1596488,0,1,0,3,1
502187.6853,713466.0026,0.797317974,1569.497634,0.521471798,285.8123343,15.59699196,156.7151703,23102.36399,9,26.14587714,8.690666508,31.72397634,20.53364157,2587.380885,44.93811959,1747.724389,10631.33708,4354.085555,14296.33838,3054.461126,4620.999602,0,0,1,0,3,1
469187.6853,719466.0026,0.772067945,700.2480981,0.521471798,21.43108213,4.283300991,175.3564127,7176.723866,5.022477345,27.3677831,7.899923564,32.20888597,22.54704089,2368.631079,45.87890696,1834.807329,1590.508445,2333.022954,987.5034584,0.984834807,353.2245205,2365.244154,0,1,0,1,1
463187.6853,642466.0026,0.789432657,9703.386182,0.745200753,940.6688599,16.0145891,149.7719074,61457.98427,9,23.33170725,10.19543812,29.79698217,16.77582139,2240.110049,16.4695134,2719.142399,70229.58173,10112.37386,76419.48529,1227.688349,10076.80259,0,0,1,0,2,1
537187.6853,798966.0026,0.814835935,1272.179964,0.178258975,14.70325481,4.889739627,143.4904318,328.6453282,2.097503294,27.48535156,6.895962715,32.09999847,22.89999962,2221.828125,52.7710228,2198.954795,0.32502678,9723.875435,9488.397464,7059.093994,13093.76954,9481.833797,0,1,0,2,1
487187.6853,672966.0026,0.806112962,141.2280324,0.745200753,349.2926812,18.24149915,226.5230517,52484.09265,5.880081875,25.95831482,9.560251185,31.87527615,19.97527463,2482.047892,25.97258726,121.8306457,37887.37733,213.0051623,45517.7447,892.2835367,4611.730979,6568.209474,0,1,0,2,1
514187.6853,750966.0026,0.729448534,1026.39647,0.360822439,22.47375469,6.280165011,188.511505,3417.991297,10,27.3609531,7.402214914,32.09999847,22.62585287,2619.040559,57.5859212,1093.135831,885.7012038,1389.023664,1590.280974,897.1392465,1542.717133,2024.339042,0,1,0,2,1
479687.6853,707966.0026,0.79873372,1606.320253,0.565306608,244.5675028,16.4226414,157.9642692,16765.49596,8.329606166,26.6276766,8.470421611,32.01155609,21.22274597,2424.038416,40.65782714,656.103233,2795.659459,1544.642379,9755.316032,301.4410183,1139.988524,1726.971389,0,1,0,3,1
489687.6853,730966.0026,0.807900898,1285.191197,0.52449755,88.78224509,16.04052935,180.1762535,3165.220084,5.323075616,27.07183855,7.532459897,31.94859924,22.1802419,2503.052698,53.9178911,41.25259023,2394.309876,303.9684724,558.7899533,165.8780591,3343.564424,57.96154075,0,1,0,3,1
516687.6853,742966.0026,0.811987569,1595.66252,0.365198013,17.33647332,5.612916014,149.0639988,9795.49907,8.584564443,27.40573615,7.847493909,32.37491,22.3969555,2674.482887,56.9539267,485.0155707,798.228728,2689.703109,2713.332353,82.66790122,477.4304638,1669.149895,0,1,0,3,1
455687.6853,674466.0026,0.767714188,9761.163844,0.745200753,2653.893659,46.19935934,142.051455,37318.71388,4.662737475,12.01503701,10.00875404,18.63893876,5.170707959,2463.133689,24.97738837,45.7513524,43985.23315,14877.60574,46833.16792,7694.811152,15424.61079,109.9088674,0,1,0,2,1
480187.6853,649966.0026,0.831555441,11144.70319,0.745200753,522.9682448,18.93614851,200.6144987,70752.94462,9,25.04292244,10.01475049,31.28359433,18.80073228,2388.57188,18.33910461,733.4098458,60416.95905,10549.97906,67669.59166,696.0810555,10566.4869,0,0,1,0,2,1
483687.6853,758466.0026,0.444726005,2305.204947,0.350763777,15.572831,8.111110841,205.4391199,91.84765345,4.893353319,27.46708111,6.982627272,31.99869815,22.89869776,2301.340391,57.69172807,198.1355699,16.20358412,3498.549149,3208.096819,1988.771143,8643.14561,14413.44781,0,1,0,3,1
469687.6853,771966.0026,0.396935938,200.1481096,0.623665368,17.62639334,5.828638483,228.1832536,218.4217828,7.396506685,27.3450073,7.041454502,31.93639031,22.69745479,2189.557492,55.15436959,184.268551,229.6163778,1041.80708,208.842088,3655.047784,6836.745966,5116.523311,0,1,0,3,1
455187.6853,676466.0026,0.7538579,11757.55196,0.815192866,3054.667376,35.11901324,77.95782321,36054.97033,4.327154689,10.84323879,9.597893361,17.26272251,4.24095664,2474.612566,24.53020961,42.64730312,42620.66154,16084.01053,45023.30797,9592.23141,16810.27636,98.17195282,0,1,0,3,1
517687.6853,752466.0026,0.744994829,237.7214645,0.39408678,13.45104188,4.384374822,166.7598348,5945.878143,9.891810367,27.38734284,7.606947463,32.20042805,22.59291065,2611.631746,56.70298692,1224.078192,1333.153159,3299.487671,3767.859494,1222.008648,1986.731475,1476.199468,0,1,0,4,1
470187.6853,682966.0026,0.805643762,4810.254997,0.745200753,1260.498441,24.29802833,151.013747,42352.10507,9,21.8314228,9.461364453,28.03090684,15.62250696,2409.54106,22.10728143,762.4553388,29498.38125,4622.884735,35323.8618,4616.407429,9587.445892,0,0,1,0,4,1
509687.6853,705466.0026,0.843623575,1975.134598,0.317548841,286.3325306,12.60217855,168.1566841,33908.56076,9,26.10186078,9.06291723,31.85214483,20.35214483,2656.179874,42.18844331,1001.450304,21030.38043,3883.476331,24031.27915,1100.540688,12714.56649,0,0,1,0,4,1
478187.6853,678966.0026,0.790179926,1612.493165,0.745200753,283.0181264,11.335573,151.1442137,45660.76255,6.289138911,26.30839492,9.600948159,32.24898479,20.2916362,2440.926258,25.97631514,2949.603037,31544.60336,1441.848543,38641.25369,47.82994043,6995.411734,2905.261756,0,1,0,4,1
471187.6853,775466.0026,0.43793985,278.6003023,0.258034762,17.88432763,5.632390195,162.566012,237.1692272,6.680426,27.43172112,7.028400687,32.03843612,22.81293903,2175.569621,55.74119917,202.6648226,158.4636126,333.1254209,332.6961869,1307.475271,9135.133092,6754.461812,0,1,0,1,1
482187.6853,653466.0026,0.795825978,9495.684072,0.745200753,637.8065421,19.70900784,171.8040977,70564.90243,8.871232396,24.48391392,9.966904295,30.74473328,18.14172887,2396.958065,18.12605342,398.3711113,56921.24035,8341.309331,64264.30294,379.1893027,8906.579467,1.211380843,0,1,0,2,1
523687.6853,740466.0026,0.766479966,493.0507322,0.626015375,15.3301538,4.792581981,168.2576343,2606.789025,6.85393925,27.42213318,7.534167913,32.22882639,22.59161914,2709.276384,54.84801459,379.2754984,186.2424639,297.1580288,2657.989308,289.626578,3085.876374,67.46696024,0,1,0,2,1
466187.6853,702966.0026,0.828265341,4568.099276,0.622489312,557.623126,20.48806504,251.9746816,23911.83804,9,24.86621796,8.777867725,30.59692348,19.12691872,2310.242353,27.0857036,870.9158315,15874.50335,4802.983026,16764.31463,890.8376407,4830.097212,0,0,1,0,4,1
470687.6853,669966.0026,0.816282265,1899.962233,0.745200753,606.8937843,18.05430369,164.3753841,52515.77062,7.956117066,24.80908819,9.797944685,30.88847549,18.69531986,2333.371165,20.03520631,265.432599,41727.18125,1286.179196,48079.9862,1089.559965,1412.721906,833.2936749,0,1,0,4,1
470187.6853,750466.0026,0.751040671,592.7615642,1.663730024,49.18550215,10.48093893,211.851595,7519.156671,7.11276628,27.23373188,7.562245905,31.98918341,22.47165876,2291.570435,53.04062698,1112.075961,2172.227277,634.5230132,566.2047034,56.87389972,1046.617716,16508.0781,0,1,0,4,1
522187.6853,768966.0026,0.716728079,1319.578754,0.974796931,11.61296862,3.587432507,158.6427715,102.8521121,5.082283383,27.50243825,7.226380366,32.19970603,22.79999924,2430.177968,55.586379,453.8973479,16.01981272,1156.355073,1097.583466,1737.608997,8915.013071,4465.440709,0,1,0,4,1
522187.6853,768466.0026,0.808728174,1068.236624,0.754916899,10.35449527,2.761296506,171.9430919,420.6943958,1.996729628,27.49976924,7.236180433,32.19980625,22.79404664,2431.976336,55.56300178,335.2406822,0.098115097,934.4955663,827.8421304,1428.469296,8844.065821,4190.317518,0,1,0,2,1
475187.6853,656466.0026,0.640137911,3044.275917,0.751710613,335.2321929,7.797367783,171.4042572,63024.01049,5,25.89368566,10.00818234,32.06788561,19.6686629,2419.43602,19.17535115,880.3435303,54232.25007,2453.597783,61196.03718,0,2469.868474,1541.470447,0,1,0,2,1
527187.6853,799466.0026,0.799240359,1039.946106,0.876498067,17.38134647,6.201513491,182.3494376,940.8523374,1.654895654,27.47124967,7.040742644,32.09999847,22.86642133,2252.652212,54.18467105,72.58789816,19.16857435,1418.518439,1448.282806,630.9291363,4755.713469,1560.133475,0,1,0,2,1
454687.6853,672466.0026,0.764668312,7783.710775,0.790177304,3166.985682,36.59053849,229.6911772,37284.6615,5.174185348,8.201652861,9.9918295,14.93067268,1.319203653,2487.18264,24.13529779,87.32038185,46196.60645,14896.46966,49028.44938,5550.899516,15537.7629,65.57462393,0,1,0,2,1
502187.6853,751466.0026,0.678898502,6335.793752,0.81880755,13.63301919,4.172800668,204.9977407,205.2715221,3.812036233,27.48922765,7.197642633,32.20000076,22.79999924,2535.171041,59.25449726,39.05336976,48.75703017,4832.928071,6074.476847,1754.674616,7858.614294,10088.66893,0,1,0,2,1
522187.6853,809466.0026,0.830856577,2206.879218,0.388953745,41.26741219,11.5834909,178.5693594,3137.42901,9,27.27095035,7.171454788,31.98664126,22.58310967,2237.170459,54.79636461,1081.059729,1145.706251,2968.521973,2587.021148,1149.058872,6538.670883,0,0,1,0,2,1
489187.6853,803466.0026,0.819852765,2878.076597,0.472804175,18.53526729,5.28307601,190.2365272,2090.908159,8.899207497,27.45944557,6.982311436,32.09143366,22.89423661,2184.231099,56.59705298,360.5464529,430.5426833,528.0217642,4221.309113,21015.6012,23482.30629,0.56390066,0,1,0,3,1
503187.6853,737466.0026,0.598476149,888.211813,0.602123017,7.644680896,1.955602925,157.5815895,6318.095448,5.009016069,27.45237156,7.614178387,32.28407269,22.60000038,2681.494177,57.45972953,627.564608,575.8708298,991.3591812,913.8235656,0.353294229,408.2179237,3834.152945,0,1,0,3,1
526187.6853,749966.0026,0.814974385,5520.975588,0.903906201,17.39783615,5.454944251,156.911952,640.742344,2,27.45824803,7.253703311,32.1211972,22.7930854,2573.655612,54.51229647,456.3163794,0,2596.658951,5436.790097,2428.017317,7424.596719,4270.67134,0,1,0,3,1
457187.6853,702466.0026,0.851333823,5537.30767,0.884414017,1020.317705,17.45326598,157.6129507,19889.28077,9,23.17368992,8.327433336,28.5779464,17.77716449,2286.41116,23.5226949,2564.731673,18823.25992,5416.990732,20343.04237,5501.153185,5452.972131,0,0,1,0,3,1
468687.6853,641966.0026,0.814886107,10129.69386,0.745200753,655.0577262,24.37910464,163.8712504,66292.28255,9,24.35110151,10.0980352,30.69740145,17.99615941,2257.46032,15.64475442,1721.421076,69525.06427,12879.86543,76120.17214,1761.399034,12330.32335,0,0,1,0,3,1
484187.6853,704466.0026,0.840318538,2797.176907,0.521471798,432.5795529,21.19690632,211.0963017,21143.74729,8.122168884,25.22825737,8.749302053,30.96062495,19.52461997,2421.696205,32.47105746,164.3390615,6677.985862,1958.686828,14013.75107,169.4759086,5074.797926,5.984026574,0,1,0,3,1
479187.6853,672966.0026,0.732215475,989.5505394,0.817029252,253.1707246,19.08409214,187.3171279,51676.9785,6.941965817,26.40026454,9.731607691,32.34824002,20.41199397,2459.472519,24.50577252,179.7336238,37458.97901,1045.412395,44651.80576,83.17930919,1046.909354,2577.867899,0,1,0,4,1
475187.6853,638966.0026,0.781780575,15696.32216,0.745200753,633.4445372,24.35581195,195.1839823,73385.44557,7.065854332,24.96045086,10.02463053,31.10501448,18.77832917,2291.346392,15.18712347,172.869045,71653.59717,18841.07988,78690.32969,68.67644272,18019.62046,35.64780781,0,1,0,4,1
472187.6853,773466.0026,0.615023579,445.3213941,0.508336657,73.82786197,12.2419755,114.1094072,2052.474469,7.549914834,27.32631471,7.087307072,31.95108371,22.67082193,2196.48921,55.94824431,193.568667,1333.481521,229.6788001,272.7450949,1185.089818,6969.974308,4572.211677,0,1,0,4,1
478687.6853,713466.0026,0.577926966,390.3762944,3.229071855,17.75291033,2.84047378,182.718263,11197.02776,6.119214045,27.3813586,8.104304583,32.37768868,22.37045229,2459.160882,45.07643127,769.8486084,988.6243875,1593.19705,4176.063458,76.60545263,49.77080767,1996.587289,0,1,0,4,1
471687.6853,653966.0026,0.774053954,4385.849536,0.745200753,707.2758072,21.1659589,95.84687285,61488.14488,8.59750144,24.30805469,9.919166031,30.48299324,18.09276129,2308.642158,17.12799957,296.2032741,57187.95493,3870.618577,63887.39739,255.7172585,3813.696451,2.935871442,0,1,0,1,1
459187.6853,643466.0026,0.813214513,7298.425827,0.745200753,524.7137547,16.86401561,198.4794349,57636.07971,9,24.60967743,10.49849951,31.24031222,17.89313588,2211.504095,15.84209412,889.0108177,70402.98563,9088.720101,76260.79343,656.5067596,9059.385667,0,0,1,0,1,1
477187.6853,696966.0026,0.800834853,1464.982725,0.521471798,278.5296357,17.41831848,227.4936357,27667.32054,8.906506514,26.16224292,8.99821281,31.85031102,20.45038699,2410.018545,32.77392565,532.3050534,13967.10713,1261.756848,20663.71715,394.3041194,1740.763135,2.980191872,0,1,0,1,1
519687.6853,736966.0026,0.823797877,3129.110466,0.361814437,34.48071824,9.087346053,182.4028878,7074.022457,9,27.29010127,7.809507587,32.23420557,22.37179322,2722.727591,55.67640862,1353.460437,3257.103532,3297.231198,3693.751122,2015.322375,3257.628789,0,0,1,0,1,1
462187.6853,682466.0026,0.793080527,11901.62117,0.745200753,1564.737535,16.61580225,190.0474272,38586.74917,4.682054706,19.09175971,10.06148504,25.876515,12.21707303,2436.466337,25.22599864,44.50672049,33707.34069,12081.75655,37622.87456,6942.492812,14151.09229,45.4036562,0,1,0,3,1
453187.6853,655966.0026,0.785520925,1471.955119,0.745200753,984.1345923,25.48979071,66.2649731,45793.76248,9,23.10974242,10.17365369,29.63014528,16.49652332,2235.840558,18.83734764,1261.99018,61146.06227,7483.40634,65380.19957,2420.028325,7590.277891,0,0,1,0,3,1
529187.6853,802966.0026,0.771538637,2213.648593,0.80639117,6.683214137,3.747621906,148.6878755,231.1472435,3.349044541,27.47527859,6.944416206,32.09999847,22.89999962,2226.621828,53.87684385,1432.500059,9.601410949,2363.693594,1977.65723,1992.20031,4744.694149,1170.179029,0,1,0,3,1
499687.6853,730966.0026,0.680859056,725.055483,0.39573356,164.0437336,10.92826861,152.7513113,9197.975587,8,26.79087497,7.801734092,31.78144579,21.77827695,2616.679274,53.31982747,1968.208558,2714.64449,1863.788483,1775.36638,576.6532494,1862.562672,1175.944388,0,1,0,2,1
469687.6853,685966.0026,0.820289489,3976.236285,0.745200753,783.109606,18.70053183,116.6774241,39505.01524,9,23.74789527,9.420332488,29.88257613,17.59364615,2361.15464,21.74839705,1960.079271,26941.69603,4009.54768,32492.41004,4950.233629,7074.134858,0,0,1,0,2,1
472187.6853,697466.0026,0.572925537,160.9841568,2.336306186,200.5910034,7.687634944,236.1673095,27737.33662,7.287492039,26.67526278,9.04343966,32.2737668,20.99273077,2413.589643,32.87274997,1857.376891,15681.47497,1023.556226,20725.15979,161.4412305,120.4449027,1353.080006,0,1,0,1,1
505187.6853,729966.0026,0.790794089,1099.718414,0.374800617,108.3519019,14.33507033,185.7123196,13053.53985,6.222477411,26.96893636,8.011506544,32.0652027,21.8537499,2677.429927,54.68677523,313.5822565,1651.921461,4577.32081,3092.228006,47.91401322,1130.993348,365.4815691,0,1,0,10,1
526687.6853,741466.0026,0.81585221,3457.788109,0.907088607,20.46456348,5.262130522,178.4887056,262.1369852,2.70793735,27.45809939,7.38952068,32.20000076,22.69533497,2664.158216,54.03618002,1206.661947,3.844912121,1859.19665,3622.517463,1594.850352,5866.146583,2808.577549,0,1,0,10,1
469187.6853,681466.0026,0.774880814,5474.489292,0.745200753,1298.62516,22.04214814,132.5541249,43540.32508,7.578020471,21.00034264,9.636639304,27.36330632,14.58522109,2427.014373,22.96205961,145.715317,31264.13741,5334.239757,36994.11791,5484.274103,11283.37581,9.581171033,0,1,0,10,1
472187.6853,632466.0026,0.812597663,20203.5495,0.745200753,504.0566447,18.04147664,190.2642044,74623.89438,8.851163814,24.94070383,10.10881852,31.11086048,18.69650817,2270.40982,14.77110949,563.0463582,78389.9473,22758.25328,85276.39297,420.2944132,22425.41732,1.361148378,0,1,0,10,1
483187.6853,761466.0026,0.34641265,45.71052864,183.4194641,14.07938241,3.442103414,170.3245767,848.0151528,6.801914669,27.50820716,7.077291923,32.09752096,22.89999962,2306.282179,58.66657842,404.6521014,457.9111644,977.6745348,523.6862509,3016.925352,10297.67474,11594.11127,0,1,0,10,1
523187.6853,795466.0026,0.805484996,1674.87387,0.57002954,46.7891727,10.84244692,155.8048401,874.0772201,1.779962144,27.34262664,7.13655728,32.0008507,22.6666761,2278.216107,56.11957864,39.29107689,65.6701743,1506.15038,2083.567775,1317.269592,5752.516659,6169.306708,0,1,0,10,1
460187.6853,722966.0026,0.827269044,1112.767582,0.521471798,405.849278,22.07952803,165.4517261,11486.66817,8.990326655,26.11033096,7.825948479,31.14839069,21.08079261,2268.665568,36.86008044,1027.227141,7500.781399,3630.630544,5046.547379,2148.860192,4441.180365,0.403785731,0,1,0,10,1
470687.6853,745966.0026,0.709911852,259.0969569,1.466857824,52.80398957,5.560661914,183.4976841,8981.938815,7.904716242,27.27734023,7.658043685,32.09999847,22.46152023,2326.441787,52.21328309,810.124342,2298.437618,1560.285843,1559.845151,348.1322864,607.1505863,12880.76887,0,1,0,10,1
465187.6853,663466.0026,0.633349935,1079.91086,1.962521899,719.0442069,16.17645935,156.2915824,50843.36742,8.801696656,24.00629468,9.970965313,30.17171985,17.75613911,2311.854753,18.53499705,1428.83022,49531.79459,3321.470051,55432.55249,492.6515919,2219.526622,7.59039407,0,1,0,10,1
494187.6853,722966.0026,0.83652439,716.7487316,0.624297968,130.1090744,15.30716457,172.3840982,11310.51751,7.997334928,26.975937,8.147061489,32.20826114,21.74411219,2567.083507,52.17602053,1034.817652,2156.649759,5376.737941,6220.089517,534.521098,1140.620773,392.5852571,0,1,0,10,1
486187.6853,704966.0026,0.839769182,824.3004279,0.521471798,537.5926946,18.89029225,263.9581197,21286.50455,8.434078551,24.93757269,8.778753988,30.69701401,19.19465673,2415.828778,31.71581826,384.4963475,7438.86282,875.5011639,14088.64138,1950.930024,4986.148064,45.03362459,0,1,0,2,1
476187.6853,698466.0026,0.763905951,248.3918403,0.531685303,300.7008359,15.29337866,227.3751029,26210.61691,7.833721123,26.23602127,8.935598372,31.88252663,20.5478012,2405.197785,33.41679162,941.531654,12879.52321,166.9582433,19186.07025,634.0791019,495.9935153,286.9879585,0,1,0,2,1
490187.6853,686466.0026,0.793845137,163.2402068,0.745200753,258.5214778,16.61241889,162.3175531,40114.48507,6.179933541,26.2843893,9.357187661,32.18821312,20.36541782,2530.619405,32.99865567,375.8206408,25584.36994,51.58786606,32933.89066,789.3014845,1059.79028,185.5133589,0,1,0,3,1
522187.6853,762466.0026,0.612844956,2557.96159,0.67941007,15.41964945,4.201361126,174.654466,5155.068881,10,27.41317788,7.497983539,32.19854852,22.59188105,2523.261871,56.12859015,3531.590366,3313.231331,3301.929592,3719.349783,3268.671948,7566.922976,592.3481602,0,1,0,3,1
521687.6853,761966.0026,0.650544942,2194.363334,1.259739093,12.09499591,3.772240534,179.212794,5439.044454,9.997129527,27.38872022,7.517874873,32.1986628,22.57667904,2531.999929,56.62852095,4131.329872,3883.499751,3900.635602,4205.371446,3850.522912,6929.619541,260.6562674,0,1,0,3,1
498187.6853,717466.0026,0.849020009,1640.241474,0.521471798,599.8251368,18.7556158,148.3130529,17514.51544,9,25.12936534,8.237523045,30.47107763,19.77831404,2468.272934,37.55841004,2462.582799,5603.375048,1511.876949,10444.29579,1532.840135,1988.461613,0,0,1,0,1,1
475187.6853,744966.0026,0.713323997,1148.873947,0.546648988,87.42409078,11.2674369,240.9322569,4600.298785,4.79611379,26.99292309,7.371715476,31.73958872,22.23677461,2334.120992,52.50144738,34.41061074,3434.778793,559.7764654,988.6207169,482.076464,1695.039638,14619.15269,0,1,0,1,1
457187.6853,651466.0026,0.766295762,197.5894489,0.804843911,707.211946,23.87586998,158.9504642,51505.04165,7.943816679,24.1758206,10.18917403,30.59240698,17.6748573,2204.764455,16.77901787,201.7544421,63573.60441,3547.349361,68996.08981,308.3877141,3196.060389,43.9246516,0,1,0,1,1
511187.6853,720966.0026,0.816812749,1939.996865,0.360822439,238.8474553,11.41196878,209.3080252,23450.96228,9,26.45882883,8.53581382,31.94684633,20.97185717,2654.786894,49.6644949,1219.040781,7899.640346,1847.24309,12102.53115,1513.471896,2787.967055,0,0,1,0,2,1
